customer_city,delivery_delay,geolocation_lat,geolocation_lng,seller_city,seller_state,price
Realeza,-18.0,-25.771368126697407,-53.53352665988766,,,
Reboucas,-14.666666666666666,-25.62341947874617,-50.69318753828021,,,
Rechan,8.5,-23.599153923116557,-48.31747225605046,,,
Recreio,-17.333333333333332,-21.523971635937347,-42.465710927296385,,,
Redencao,-12.114446529080675,-7.634607621436329,-48.84613529382076,,,
Redencao Da Serra,-15.0,-23.27815856222792,-45.53120081350315,,,
Redencao Do Gurgueia,-7.0,-9.48700692216847,-44.584755263416604,,,
Redentora,-19.333333333333332,-27.650583300819758,-53.63877981158404,,,
Regeneracao,-20.5,-6.228794112840487,-42.68937384913285,,,
Regente Feijo,-9.2,-22.22186458057867,-51.30340420406727,,,
Reginopolis,-15.0,-21.8811605491646,-49.26737241608114,,,
Remanso,-8.8,-9.62110358726405,-42.08142002625994,,,
Remigio,-28.0,-6.965037603975523,-35.79492003219432,,,
Renascenca,-12.5,-26.15799852836617,-52.970573449318614,,,
Reriutaba,-4.333333333333333,-4.142426305037283,-40.58221297920634,,,
Resende Costa,-7.333333333333333,-20.918971871535707,-44.2394049582837,,,
Reserva,-11.0,-24.65237150419362,-50.84963587577826,,,
Reserva Do Cabacal,-18.5,-15.120961002398209,-58.38527640794822,,,
Reserva Do Iguacu,-13.0,-25.816390500129835,-52.05345115509262,,,
Resplendor,-19.0,-19.324099684780027,-41.24816420851754,,,
Ressaquinha,-17.0,-21.06292006093904,-43.76295699057982,,,
Restinga Seca,-26.0,-29.814106530236305,-53.37499771027112,,,
Retirolandia,-15.0,-11.493550830447553,-39.42346404385828,,,
Riachao Das Neves,-16.5,-11.749421506366916,-44.90954370565572,,,
Riachao Do Jacuipe,-14.0,-11.80878957249492,-39.38229470211246,,,
Riachinho,-16.5,-16.22894270804519,-45.991047580124345,,,
Riacho Da Cruz,-25.0,-5.936201406744587,-37.948388305052276,,,
Riacho Das Almas,-26.0,-8.119032745627358,-35.8554051863047,,,
Riacho De Santana,-8.75,-13.611724396959039,-42.93668733263667,,,
Riacho De Santo Antonio,-8.0,-7.696598290303212,-36.147249471640464,,,
Riacho Dos Machados,-16.666666666666668,-16.003196617804647,-43.04639069878897,,,
Riachuelo,-2.0,-10.731420744931947,-37.18688734133239,,,
Rianapolis,1.7894736842105263,-15.328346870390979,-49.57463202562844,,,
Ribas Do Rio Pardo,-12.0,-20.455476944109684,-53.75380659695701,,,
Ribeira,-8.0,-24.657729784002104,-49.007751023908156,,,
Ribeira Do Amparo,-12.0,-10.985144309105829,-38.394976881670054,,,
Ribeira Do Pombal,-16.625,-10.858286952142006,-38.537203718535345,,,
Ribeirao,-13.75,-8.515697487152446,-35.37731384031716,,,
Ribeirao Bonito,-3.142857142857143,-22.08243579658912,-48.222563344560626,,,
Ribeirao Branco,-4.5,-24.17813368820159,-48.81167356754201,,,
Ribeirao Cascalheira,-2.0,-12.93069079147151,-51.81556596478972,,,
Ribeirao Claro,-14.4,-23.196499170106033,-49.757811129866816,,,
Ribeirao Do Pinhal,-13.2,-23.409267624108885,-50.35774494903985,,,
Ribeirao Do Sul,-11.666666666666666,-22.78147311303058,-49.78103096651809,,,
Ribeirao Vermelho,-12.5,-21.18565071366531,-45.059891646742784,,,
Ribeiraozinho,-21.5,-16.487763365626474,-52.69928092604519,,,
Ribeiro Junqueira,17.0,-19.82190436837232,-44.00995343801027,,,
Ribeiropolis,-14.0,-10.538092696715267,-37.436127390768796,,,
Rifaina,-12.5,-20.079658979155155,-47.42491393356699,,,
Rincao,-9.0,-21.58685209425377,-48.074649962653865,,,
Rinopolis,-15.5,-21.72574547887413,-50.72365621942118,,,
Rio Acima,-14.5,-20.089133156008558,-43.78898576762944,,,
Rio Azul,-13.2,-25.72756284942225,-50.79016852732215,,,
Rio Bananal,-10.25,-19.263935031253364,-40.324090121066554,,,
Rio Bonito Do Iguacu,-19.0,-25.49691087145335,-52.52550304516098,,,
Rio Branco,-19.020531622364803,-10.073056259218973,-67.62299958950011,,,
Rio Branco Do Sul,-17.666666666666668,-25.18168856331617,-49.31639420976233,,,
Rio Brilhante,-16.454545454545453,-21.79828106517384,-54.542605956557935,,,
Rio Casca,-15.4,-20.221715003748756,-42.64916727226739,,,
Rio Das Antas,-8.5,-26.894714505363332,-51.063154097084876,,,
Rio Das Flores,-5.5,-22.168053399581428,-43.58356271270349,,,
Rio Das Ostras,-7.408525675433888,-22.517564443270896,-41.939468819907134,,,
Rio De Contas,-17.666666666666668,-13.570078560690922,-41.80581449304111,,,
Rio Do Antonio,-16.0,-14.40258572620893,-42.07774994704307,,,
Rio Do Campo,-16.0,-26.940023514668734,-50.134486167689786,,,
Rio Do Pires,-9.0,-13.124566063492017,-42.28499776767041,,,
Rio Doce,-2.0,-20.244872155901724,-42.89708268672333,,,
Rio Dos Cedros,-9.0,-26.742218002124673,-49.27416678620618,,,
Rio Dos Indios,-11.0,-27.3052686469009,-52.84203906118889,,,
Rio Espera,-13.0,-20.856315961070795,-43.48265709146685,,,
Rio Formoso,-14.0,-8.66225141354085,-35.15251646454846,,,
Rio Fortuna,-7.666666666666667,-28.13509451279859,-49.11326684037735,,,
Rio Grande Da Serra,-12.6,-23.746018332731424,-46.394547793253906,,,
Rio Grande Do Piaui,-17.0,-7.775485152457483,-43.137766261064286,,,
Rio Largo,-12.666666666666666,-9.49920413278436,-35.83173540979755,,,
Rio Manso,-11.4,-20.42105878389025,-44.44027742749059,,,
Rio Maria,-21.0,-7.312984408737576,-50.047196479990355,,,
Rio Negro,-14.533333333333333,-26.0462819093837,-49.825680471045104,,,
Rio Novo,-19.0,-21.475604435328187,-43.12659421969261,,,
Rio Novo Do Sul,-10.833333333333334,-20.862547934460142,-40.93472847864361,,,
Rio Paranaiba,-16.517671517671516,-19.19989284894139,-46.252791698440085,,,
Rio Pardo,-11.8,-29.979827460307426,-52.37457955940092,,,
Rio Pardo De Minas,-9.8,-15.618008127598141,-42.54219196524457,,,
Rio Piracicaba,-15.75,-19.92886883459062,-43.16346653350947,,,
Rio Pomba,-14.333333333333334,-21.271567925586538,-43.17892242686631,,,
Rio Preto,-10.75,-22.085680384516962,-43.82669995802221,,,
Rio Real,-13.333333333333334,-11.485884600691856,-37.931875719157794,,,
Rio Rufino,-15.0,-27.863825563596833,-49.782550034819245,,,
Rio Tinto,-7.5,-6.802882701323519,-35.07623887849501,,,
Riolandia,-15.666666666666666,-19.981764588294322,-49.679603384127994,,,
Riqueza,-9.666666666666666,-27.058924260081394,-53.3262896583911,,,
Ritapolis,-18.666666666666668,-21.026097519671293,-44.323586479323815,,,
Riversul,-10.0,-23.8291505410415,-49.43421827951751,,,
Roca Sales,-23.5,-29.286767021485666,-51.87278055106088,,,
Rodeio Bonito,-13.0,-27.47356417227164,-53.17058376690352,,,
Rodeiro,-15.666666666666666,-21.200521075516942,-42.865653699174985,,,
Rodelas,-16.666666666666668,-8.859703814217283,-38.762902411426076,,,
Rodolfo Fernandes,-6.0,-5.788067872465967,-38.060677808619474,,,
Rolim De Moura,-22.857142857142858,-11.722181378824585,-61.77747622817215,,,
Romaria,-13.5,-18.88465911228355,-47.586040756762586,,,
Romelandia,-14.0,-26.676199000373796,-53.31947679683154,,,
Roncador,-11.0,-24.593584198578863,-52.278683067116035,,,
Rondon,-22.5,-23.417782342868346,-52.77247113778444,,,
Rondon Do Para,-21.11111111111111,-4.772401798748817,-48.074871833975024,,,
Rondonopolis,-17.763209822407365,-16.467056281239625,-54.62694776619524,,,
Roque Gonzales,-22.6,-28.1299869007835,-55.02071952772677,,,
Rosana,-14.75,-22.57362394461214,-53.043998309387874,,,
Rosario,-12.0,-2.9394145466652937,-44.24970711703055,,,
Rosario Do Ivai,-17.0,-24.254868451161975,-51.25149885575618,,,
Rosario Do Sul,-12.714285714285714,-30.254781925783224,-54.9205489788042,,,
Roseira,-16.6,-22.898907392579382,-45.30399534806919,,,
Rubelita,-8.0,-16.405287284351058,-42.262063687937854,,,
Rubiacea,-25.5,-21.30208881040216,-50.734994778732506,,,
Rubiataba,-15.0,-15.163677483895029,-49.80334964878273,,,
Rubim,-11.666666666666666,-16.383991930227523,-40.53558413476374,,,
Rubineia,41.0,-20.172710091561513,-51.00106950753346,,,
Russas,-13.555555555555555,-4.939326960082272,-37.97397144394191,,,
Ruy Barbosa,-15.857142857142858,-12.284027281353508,-40.497168540801546,,,
Sabaudia,-13.0,-23.32190805996586,-51.55541014477443,,,
Sabino,-19.333333333333332,-21.460220644870102,-49.57720678011323,,,
Sabinopolis,-16.0,-18.668031111402264,-43.082012503618834,,,
Saboeiro,-13.0,-6.535436253616109,-39.88118693992731,,,
Sacra Familia Do Tingua,-21.0,-22.483336948061773,-43.60163149588595,,,
Sacramento,-11.076923076923077,-19.869696427994107,-47.444425169865006,,,
Sales,-14.0,-21.34236294239981,-49.499695438816765,,,
Sales Oliveira,-13.833333333333334,-20.76778591841972,-47.84104393675437,,,
Salesopolis,-11.6,-23.531757751622496,-45.84851594636175,,,
Salgado Filho,-6.0,-26.174121360933814,-53.36077133636067,,,
Salgueiro,-15.470588235294118,-8.071322538838727,-39.12356938445967,,,
Salinas,-15.590909090909092,-16.163512734683835,-42.292924032468456,,,
Salinas Da Margarida,-16.0,-12.874150547038498,-38.76066091906338,,,
Salmourao,-14.5,-21.624520873298955,-50.859289000892716,,,
Saloa,-24.666666666666668,-8.975078524445232,-36.688062857277245,,,
Salobro,-11.0,-11.860459652819213,-41.75396975925798,,,
Saltinho,-10.4,-22.845416007835457,-47.67735934299705,,,
Salto Da Divisa,-7.5,-16.001989493374925,-39.95115242532166,,,
Salto De Pirapora,-9.583333333333334,-23.650817047295586,-47.577566440203306,,,
Salto Do Ceu,-17.0,-15.129033138580066,-58.13123372244328,,,
Salto Do Itarare,-11.0,-23.605128610168556,-49.627784802992394,,,
Salto Do Jacui,-14.5,-29.08968696616617,-53.215012140642116,,,
Salto Do Lontra,-7.75,-25.783830795150262,-53.30848587190905,,,
Salto Grande,-15.0,-22.886252427788392,-49.98187146014204,,,
Salto Veloso,-25.5,-26.906997858600725,-51.40589413196748,,,
Salvador Do Sul,-34.0,-29.44237435043052,-51.511022952755305,,,
Sananduva,-12.166666666666666,-27.950113023805752,-51.80926196538294,,,
Sanclerlandia,-16.0,-16.20148085622879,-50.3104174073623,,,
Sandolandia,-24.0,-12.539124727261614,-49.92670815416317,,,
Sanga Puita,-7.0,-22.620252432503314,-55.62833176241239,,,
Sangao,-5.333333333333333,-28.658593438655338,-49.113211492822664,,,
Sanharo,-20.0,-8.362654044245572,-36.562102609085805,,,
Santa Adelia,-11.133333333333333,-21.243769353241003,-48.804810872560516,,,
Santa Albertina,-15.0,-20.030108989429074,-50.72856835389457,,,
Santa Amelia,-6.0,-23.26758773800529,-50.42845018671307,,,
Santa Barbara,-13.32,-19.961941440247337,-43.4106149135195,,,
Santa Barbara Do Para,-24.0,-1.231835637406864,-48.28934576325983,,,
Santa Barbara Do Sul,-1.0,-28.368492657351233,-53.253991950723915,,,
Santa Branca,-7.888888888888889,-23.399446197217422,-45.8854157755928,,,
Santa Brigida,-23.0,-9.734670772131407,-38.12713368407774,,,
Santa Cecilia Do Pavao,-14.0,-23.51829049454102,-50.78392717217219,,,
Santa Clara D'Oeste,-12.0,-20.09269302659826,-50.92710515252476,,,
Santa Clara Do Sul,-13.5,-29.467256951299078,-52.08824283971232,,,
Santa Cruz,-18.933035714285715,-6.408148932718217,-36.405876069075575,,,
Santa Cruz Cabralia,-6.0,-16.244629555195562,-39.02262804115204,,,
Santa Cruz Da Conceicao,-12.0,-22.138667066043784,-47.45368608859812,,,
Santa Cruz Das Palmeiras,-15.333333333333334,-21.826447638217523,-47.248833610292124,,,
Santa Cruz De Goias,21.5,-17.30608267043897,-48.50168912522954,,,
Santa Cruz De Minas,-13.2,-21.136997432155457,-44.20335765799737,,,
Santa Cruz De Monte Castelo,-18.0,-22.958327628902346,-53.294718470522035,,,
Santa Cruz De Salinas,5.0,-16.091314224349446,-41.75016038774728,,,
Santa Cruz Do Capibaribe,-13.618421052631579,-7.95104579434153,-36.21001070165121,,,
Santa Cruz Do Piaui,-20.0,-7.180971606898979,-41.76531048692801,,,
Santa Cruz Do Prata,-2.5,-19.321724888523093,-48.92200810636418,,,
Santa Cruz Do Rio Pardo,-12.647058823529411,-22.89754583917079,-49.6249182401001,,,
Santa Cruz Do Timbo,-14.0,-26.600313318739357,-50.071490249842384,,,
Santa Ernestina,-12.0,-21.461822086424647,-48.3912899842254,,,
Santa Fe,-9.2,-23.039509765797046,-51.810297331930926,,,
Santa Fe De Goias,-22.0,-15.76954115828401,-51.10262093953787,,,
Santa Fe De Minas,-24.0,-17.052001166594962,-45.28426520655779,,,
Santa Fe Do Sul,-12.5,-20.222506107167312,-50.89895147815788,,,
Santa Filomena,-21.0,-8.201956344799406,-40.68292720672432,,,
Santa Gertrudes,-11.818181818181818,-22.45338003238166,-47.53501749309756,,,
Santa Helena,-10.001085776330076,-22.582268369133832,-53.41976003109841,,,
Santa Helena De Goias,-13.555555555555555,-17.813800658305265,-50.596976169572805,,,
Santa Helena De Minas,-18.0,-16.93779286523365,-40.68433228829454,,,
Santa Ines,-13.74736842105263,-4.453401989594778,-44.92245209106388,,,
Santa Isabel,-13.535714285714286,-23.31817634345101,-46.22628843894136,,,
Santa Isabel Do Ivai,-9.0,-23.00493102324027,-53.19443484614665,,,
Santa Isabel Do Para,-22.41346153846154,-1.3008713367973732,-48.15436202282347,,,
Santa Isabel Do Rio Preto,-13.0,-22.22909562581539,-44.06701174707185,,,
Santa Izabel Do Oeste,-16.0,-25.817721051763144,-53.4801759137043,,,
Santa Juliana,-15.0,-19.31363224920638,-47.52910682319233,,,
Santa Leopoldina,-15.0,-20.10058605098536,-40.52922807641648,,,
Santa Lucia,-15.132352941176471,-21.96015618880997,-48.48703894591745,,,
Santa Luzia,-13.800314112631815,-19.160690253049367,-43.70139557460185,,,
Santa Luzia Do Norte,-11.0,-9.601084296363338,-35.823857108129,,,
Santa Luzia Do Parua,-22.0,-2.544588431758499,-45.775520381158074,,,
Santa Margarida,-12.49090909090909,-20.384476265669903,-42.25111877347344,,,
Santa Maria Da Boa Vista,-14.5,-8.795231853631108,-39.82347635944554,,,
Santa Maria Da Vitoria,-14.692307692307692,-13.388792835513172,-44.200454512068404,,,
Santa Maria De Itabira,-11.0,-19.428249593855664,-43.44837933200773,,,
Santa Maria De Jetiba,-11.666666666666666,-20.029230640183705,-40.74832030758146,,,
Santa Maria Do Herval,-7.0,-29.501446790550094,-50.98177686260994,,,
Santa Maria Do Para,-17.5,-1.3483119460970747,-47.57238354471722,,,
Santa Maria Do Salto,-6.0,-16.250936815772242,-40.14950023767278,,,
Santa Maria Do Suacui,-11.0,-18.191785731745643,-42.41028476045261,,,
Santa Maria Madalena,-13.714285714285714,-21.95927334678052,-42.00225077710551,,,
Santa Mariana,-18.0,-23.14732073192388,-50.51931767457977,,,
Santa Mercedes,-18.0,-21.35195517456942,-51.753513286813295,,,
Santa Monica,-15.5,-23.13680926359213,-53.1049186383489,,,
Santa Quiteria,-24.0,-4.334272266894561,-40.1541526559373,,,
Santa Quiteria Do Maranhao,8.0,-3.483578599736566,-42.589402077647705,,,
Santa Rita,-16.657894736842106,-6.816370162778215,-35.72239921683021,,,
Santa Rita D'Oeste,-14.666666666666666,-20.144650964683773,-50.8317828180983,,,
Santa Rita Da Floresta,-12.0,-12.509711363246787,-43.38075883004956,,,
Santa Rita De Caldas,-17.0,-22.034147717678366,-46.332530572529926,,,
Santa Rita De Jacutinga,-15.0,-22.149034369213563,-44.09440880449385,,,
Santa Rita De Minas,-9.666666666666666,-19.873220792772372,-42.132781699098125,,,
Santa Rita Do Araguaia,-21.142857142857142,-17.323659889250276,-53.19855491420887,,,
Santa Rita Do Ibitipoca,-12.5,-21.56274431201322,-43.91601943031522,,,
Santa Rita Do Itueto,-19.0,-19.361192875261306,-41.38434237995143,,,
Santa Rita Do Passa Quatro,-11.777777777777779,-21.703936216237352,-47.48258451562618,,,
Santa Rosa De Lima,-19.333333333333332,-28.03766880166721,-49.13092082272552,,,
Santa Rosa Do Sul,8.0,-29.136498812338843,-49.718056590913534,,,
Santa Salete,-21.0,-20.245550338689522,-50.69013593805437,,,
Santa Teresa,-4.5,-19.94751800174861,-40.6102537638142,,,
Santa Teresinha,-12.5,-12.74135038599321,-39.519466212715365,,,
Santa Tereza Do Oeste,-10.666666666666666,-25.05361628379827,-53.61978956475225,,,
Santa Terezinha,-1.0454545454545454,-20.60016018979335,-46.020108708137286,,,
Santa Vitoria,-13.411764705882353,-18.847897815765208,-50.13208979907138,,,
Santa Vitoria Do Palmar,-16.25,-33.520250174156054,-53.35668929821314,,,
Santaluz,27.0,-11.253453060753076,-39.37792045595914,,,
Santana,-15.027439024390244,-5.264451092074598,-48.2958892918311,,,
Santana Da Boa Vista,-20.5,-30.873017115094317,-53.11476398412589,,,
Santana Da Vargem,-9.0,-21.2506814837495,-45.50598300252086,,,
Santana De Pirapama,-12.0,-19.21905087888273,-44.158220918735786,,,
Santana Do Acarau,-13.5,-3.4606098841569057,-40.206775923936526,,,
Santana Do Araguaia,-22.5,-9.335409360531672,-50.345622484661014,,,
Santana Do Capivari,-18.0,-22.248295591042886,-44.93525121941468,,,
Santana Do Cariri,-13.0,-7.186362532527028,-39.735902617854286,,,
Santana Do Deserto,-10.0,-21.950147315316695,-43.166802568793095,,,
Santana Do Ipanema,-27.0,-9.371471305533433,-37.245890236488435,,,
Santana Do Itarare,-8.0,-23.755570963640604,-49.62823235678108,,,
Santana Do Jacare,-6.75,-20.93851802506881,-45.145201038016175,,,
Santana Do Livramento,-14.021364985163205,-30.889203843393773,-55.533010236852995,,,
Santana Do Manhuacu,-16.333333333333332,-20.09726940662305,-41.921989981721225,,,
Santana Do Mundau,-19.0,-9.166098497812692,-36.21829126371461,,,
Santana Do Paraiso,-14.375,-17.571253943991206,-45.48904467579367,,,
Santana Do Serido,-16.0,-6.772283080600958,-36.73588506155609,,,
Santana Do Sobrado,-2.0,-2.5581064373865994,-35.15902752271931,,,
Santana Dos Montes,-5.0,-20.787672715393313,-43.685890435228025,,,
Santanesia,-9.5,-22.525616484184155,-43.815590668082855,,,
Santarem,-6.426755273042473,-2.43009374538902,-54.71783710187602,,,
Santiago,-18.423076923076923,-29.186379194625086,-54.86745080825835,,,
Santo Amaro,-8.9,-12.550955410024526,-38.70658835489125,,,
Santo Amaro Da Imperatriz,-6.636363636363637,-27.688477496222028,-48.77325261474217,,,
Santo Amaro Das Brotas,-11.0,-10.787406982793302,-37.05256509979146,,,
Santo Amaro De Campos,-10.5,-17.73167998687492,-42.72294369940602,,,
Santo Anastacio,-13.647058823529411,-21.97689822139493,-51.652570160470134,,,
Santo Antonio,-19.0,-6.312255590754781,-35.480799385518246,,,
Santo Antonio Da Alegria,-19.0,-21.277957204550535,-47.114382017943775,,,
Santo Antonio Da Platina,-12.5,-23.295088019337395,-50.0756046976404,,,
Santo Antonio Das Missoes,-17.5,-28.5082619430281,-55.2362924849757,,,
Santo Antonio Das Queimadas,-15.0,-12.812998373308554,-38.731669333692956,,,
Santo Antonio De Goias,,-16.492953937659486,-49.31190794298823,,,
Santo Antonio De Jesus,-15.522425249169435,-12.94515299652716,-39.24130687156251,,,
Santo Antonio Do Amparo,-14.0,-20.899756052204506,-44.893173184944075,,,
Santo Antonio Do Aracangua,-23.0,-21.106694841071057,-50.1975091328231,,,
Santo Antonio Do Aventureiro,-14.0,-21.35522180910734,-43.03374971466126,,,
Santo Antonio Do Caiua,-13.0,-22.738781391302727,-52.34536406978998,,,
Santo Antonio Do Canaa,2.0,2.8545299564090527,-70.31520024946744,,,
Santo Antonio Do Descoberto,-9.248447204968944,-15.958388717316073,-48.27378877559454,,,
Santo Antonio Do Grama,-18.0,-20.31672979589155,-42.60865556455682,,,
Santo Antonio Do Itambe,-9.666666666666666,-18.464091563987807,-43.30461732700629,,,
Santo Antonio Do Jacinto,-12.571428571428571,-16.534706128247294,-40.18436161872638,,,
Santo Antonio Do Jardim,-12.5,-22.116291661509194,-46.68446014515397,,,
Santo Antonio Do Leste,-25.0,-14.800644835094591,-53.61139101339808,,,
Santo Antonio Do Leverger,-12.0,-15.916286965481588,-56.022796519128285,,,
Santo Antonio Do Monte,-16.285714285714285,-20.087470955420027,-45.28861617996176,,,
Santo Antonio Do Palma,-17.5,-28.499749049531353,-52.656859625115864,,,
Santo Antonio Do Pinhal,-22.0,-22.808467350028852,-45.69092060288156,,,
Santo Antonio Do Planalto,-14.0,-28.398788984713025,-52.69298013169793,,,
Santo Antonio Do Rio Abaixo,-7.0,-19.228268695588635,-43.25344967988431,,,
Santo Antonio Do Sudoeste,-21.666666666666668,-26.029222632496396,-53.67686714795255,,,
Santo Antonio Do Taua,-15.0,-1.1484932910759325,-48.12937359839819,,,
Santo Antonio Dos Campos,-8.0,-20.099969727250247,-44.97276694298037,,,
Santo Augusto,-13.5,-27.853035284040132,-53.77805302078627,,,
Santo Cristo,-13.428571428571429,-27.82578019897932,-54.665684584461374,,,
Santo Estevao,-15.8,-12.433843587511104,-39.25367100698062,,,
Santo Expedito,-13.0,-21.85186391776178,-51.394558865949115,,,
Santo Expedito Do Sul,-30.0,-27.926560317326707,-51.656632470036264,,,
Santo Hipolito,-22.0,-18.29686427547553,-44.22117018630988,,,
Santo Inacio,-9.0,-22.69341574919946,-51.789176581823334,,,
Santos Dumont,-15.727272727272727,-21.459886640613853,-43.552488064490674,,,
Sao Benedito,-13.241379310344827,-4.5555516102153435,-41.07516477843096,,,
Sao Benedito Do Rio Preto,-9.0,-3.3314324296582307,-43.52795051196471,,,
Sao Benedito Do Sul,-17.0,-8.806426593448537,-35.91851387223409,,,
Sao Bentinho,-28.0,-6.891252231974976,-37.725352992323664,,,
Sao Bento Abade,-11.0,-21.5848786368948,-45.07142302802626,,,
Sao Bento Do Sapucai,-10.428571428571429,-22.689938177420462,-45.723372624655546,,,
Sao Bento Do Una,-9.25,-8.522592532523882,-36.445291899776294,,,
Sao Bernardino,-12.0,-26.473330248769372,-52.96489272645473,,,
Sao Bernardo,-16.0,-3.353468783437647,-42.422180906740294,,,
Sao Bonifacio,-11.0,-27.895470380745763,-48.93147166884187,,,
Sao Borja,-15.11111111111111,-28.655020287121772,-56.00476235556698,,,
Sao Bras,-8.0,-10.126440337605306,-36.898839497412084,,,
Sao Bras Do Suacui,-17.0,-20.626144043821583,-43.94980766327549,,,
Sao Carlos Do Ivai,-24.0,-23.316647157799995,-52.47733666834233,,,
Sao Cristovao,-19.0,-10.95955576545714,-37.15045190045039,,,
Sao Cristovao Do Sul,-15.0,-27.22095996085865,-50.47824557353525,,,
Sao Desiderio,-14.0,-12.384680227375144,-45.0030070027951,,,
Sao Domingos,-14.0,-21.94550350306193,-48.32577114515398,,,
Sao Domingos Das Dores,-17.0,-19.542596826529582,-42.05245322863014,,,
Sao Domingos Do Araguaia,-21.0,-5.546650736617269,-48.723536806407985,,,
Sao Domingos Do Maranhao,-18.0,-5.583579982909439,-44.38012865651955,,,
Sao Domingos Do Norte,-1.5714285714285714,-19.140458188134787,-40.61645177710805,,,
Sao Domingos Do Prata,-13.25,-19.87112164647255,-42.96319489203388,,,
Sao Felipe,-3.0,-12.84569841654467,-39.089870917083104,,,
Sao Felix,3.0,-12.606963187638693,-38.96923308583899,,,
Sao Felix De Minas,-20.0,-18.59101354127925,-41.48801746924841,,,
Sao Felix Do Araguaia,-20.0,-11.620219241529131,-50.695671738187045,,,
Sao Felix Do Coribe,-18.0,-13.403429799134187,-44.194362826101475,,,
Sao Felix Do Xingu,-5.75,-6.655099810856345,-51.97994591399956,,,
Sao Fernando,,-6.377569779566954,-37.18632838788003,,,
Sao Fidelis,-15.304347826086957,-21.64590439372865,-41.75191032867078,,,
Sao Francisco,-9.829596412556054,-15.902651540286644,-44.77625560630113,,,
Sao Francisco De Assis,4.0,-29.550679712281962,-55.12678634025599,,,
Sao Francisco De Itabapoana,-11.533333333333333,-21.537552974422706,-41.175931724874005,,,
Sao Francisco De Paula,-15.55656108597285,-28.78974611113076,-50.1755471580091,,,
Sao Francisco Do Brejao,-7.0,-5.125625029862735,-47.3855129108041,,,
Sao Francisco Do Conde,-17.666666666666668,-12.625843435022915,-38.673304090844425,,,
Sao Francisco Do Gloria,-16.0,-20.784780735599153,-42.525144957449584,,,
Sao Francisco Do Guapore,-37.5,-12.063938522048407,-63.57306448782519,,,
Sao Gabriel,-20.0,-30.336582673611524,-54.323633403043296,,,
Sao Gabriel Da Palha,-11.76923076923077,-19.017212409936615,-40.5371676029014,,,
Sao Gabriel Do Oeste,-19.857142857142858,-19.386517960927925,-54.578796343761645,,,
Sao Geraldo,-16.0,-20.923580366712482,-42.83326486167254,,,
Sao Geraldo Da Piedade,-15.0,-19.161633524255002,-42.504298516031795,,,
Sao Geraldo Do Baguari,-12.0,-19.64888346864548,-42.81420074420565,,,
Sao Goncalo Do Abaete,-23.5,-18.337892176449657,-45.82749024872285,,,
Sao Goncalo Do Amarante,-12.053941908713693,-4.467973800970089,-37.50078637305327,,,
Sao Goncalo Do Para,-11.0,-19.985197151697,-44.8541850957833,,,
Sao Goncalo Do Rio Abaixo,-15.0,-19.79618576330972,-43.49163177540691,,,
Sao Goncalo Do Rio Das Pedras,-9.0,-18.41947377280205,-43.49541874314224,,,
Sao Goncalo Do Rio Preto,-13.333333333333334,-18.00387391539696,-43.379151579712456,,,
Sao Goncalo Do Sapucai,-13.625,-21.845777325458005,-45.566390539758984,,,
Sao Gotardo,-14.5,-19.316410003542128,-46.0520896220452,,,
Sao Jeronimo,-17.857142857142858,-29.9630077097259,-51.72023227845977,,,
Sao Joao,-9.309352517985612,-25.50891496199622,-52.422603030466185,,,
Sao Joao Batista,-11.08316430020284,-27.13002415977768,-48.82619622212335,,,
Sao Joao Batista Do Gloria,-13.333333333333334,-20.543886919332813,-46.57440682417138,,,
Sao Joao D'Alianca,-2.3333333333333335,-14.706386909949163,-47.52282563447728,,,
Sao Joao Da Barra,-11.866666666666667,-21.66813112748897,-41.05734354666014,,,
Sao Joao Da Mata,-3.5,-21.93474587342979,-45.923454493212304,,,
Sao Joao Da Parauna,-21.0,-16.81823440027691,-50.40811672547661,,,
Sao Joao Da Ponte,-14.0,-15.934979020889743,-44.00174912771377,,,
Sao Joao Da Urtiga,-21.0,-27.89068793980509,-51.99259218042593,,,
Sao Joao Das Missoes,-18.0,-14.881929008273268,-44.086798996957064,,,
Sao Joao De Iracema,-9.666666666666666,-20.513939894791246,-50.35284720019661,,,
Sao Joao De Petropolis,-8.0,-19.879860634382204,-40.626739587261234,,,
Sao Joao De Pirabas,8.0,-0.7805902321160684,-47.18548608757061,,,
Sao Joao Do Itaperiu,,-26.59795975922053,-48.78300709944939,,,
Sao Joao Do Ivai,-10.0,-23.99309219216552,-51.81904769042115,,,
Sao Joao Do Manhuacu,-15.5,-20.39236992955799,-42.152137509569684,,,
Sao Joao Do Manteninha,-10.666666666666666,-18.71359904959834,-41.171398003813756,,,
Sao Joao Do Oriente,-15.0,-19.344800552583987,-42.158627725357306,,,
Sao Joao Do Paraiso,-14.508021390374331,-15.326219599672138,-42.502790129988306,,,
Sao Joao Do Piaui,-13.4,-8.134440739306722,-42.25169039270547,,,
Sao Joao Do Sabugi,-28.0,-6.716168892426116,-37.20230176894134,,,
Sao Joao Do Sobrado,-7.0,-18.32097783533344,-40.40572143357216,,,
Sao Joao Do Sul,-16.5,-29.21776136291387,-49.8075123899884,,,
Sao Joao Do Triunfo,-13.5,-25.684752435790262,-50.29828279323818,,,
Sao Joao Dos Patos,-7.0,-6.4976392765348,-43.70038089515526,,,
